id,state_code,tenure,contract_length,promotions_offered,remaining_term,last_nps_rating,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
7410,RI,111,10,No,23,3,area_code_510,no,no,0,202.6751002,62,35.78352241,155.5490116,81,12.9206729,218.5110956,88,10.17007589,9.895509491,3,2.555198668,1,no
7411,MI,76,20,NO,3,3,area_code_415,yes,no,2,154.5580244,74,26.06113316,195.2349292,110,15.91863428,208.2514799,82,9.308492808,6.722165044,3,1.776294977,3,yes
7412,CA,155,24,No,5,4,area_code_510,no,no,1,148.6608704,119,24.31421296,177.5133646,118,14.51319467,146.8043891,97,7.002573039,8.477560399,4,2.335142638,0,no
7413,MN,126,18,NO,2,6,area_code_415,yes,yes,30,257.5731894,75,42.73403634,177.2348085,119,14.01413814,264.3649293,121,12.24173011,17.95692723,7,4.767514662,1,yes
7414,VA,107,19,No,23,1,area_code_408,no,no,2,150.3607081,74,26.1516752,194.6397513,110,16.3298409,264.971851,92,12.14634724,6.600363687,2,1.813806882,1,no
7415,CO,69,23,No,5,7,area_code_408,no,yes,22,144.9546805,90,25.64894898,266.1461193,87,22.5720682,205.8458241,116,9.727478483,10.3844249,4,2.712749793,1,no
7416,NM,34,8,No,4,10,area_code_415,no,no,2,248.2997115,113,43.62693874,79.1550121,66,6.711195045,179.2240588,118,8.682463219,10.07279075,6,2.762013606,1,no
7417,MN,53,17,No,4,5,area_code_408,no,no,2,226.6052898,116,36.77145274,151.2229199,102,12.30451164,171.0598959,95,7.28218728,8.480884625,8,2.420407162,1,no
7418,WV,115,19,No,5,2,area_code_408,no,no,2,171.0526716,133,27.57285543,185.5539427,117,16.39115279,120.3215394,95,5.613820494,10.27865175,5,2.791965563,1,no
7419,DC,23,17,NO,5,4,area_code_408,no,no,2,157.01851,72,24.34866902,137.6174609,80,11.33188861,254.0623241,69,11.1135772,8.135300867,4,2.232999049,2,yes
7420,VT,76,23,No,24,4,area_code_510,no,yes,38,207.8484502,132,34.33315776,201.2398709,90,17.02757534,289.9453091,74,12.81875499,7.545404565,5,2.072681421,0,no
7421,OH,74,20,No,17,9,area_code_415,no,yes,26,115.6658035,85,20.2352553,229.7126814,76,19.22374532,93.51256344,114,3.85826553,13.94204281,4,3.504743691,3,no
7422,PA,83,15,NO,2,4,area_code_510,no,no,1,117.6111093,90,18.64753586,224.2023248,117,18.35284157,197.0447047,113,8.685896015,13.23568573,5,3.621856639,0,yes
7423,MT,108,8,No,17,2,area_code_415,no,no,2,185.2354167,101,30.57361285,247.6908561,115,20.96037115,142.6244175,83,7.051487069,11.41082098,4,2.998144948,1,no
7424,NH,76,13,No,21,6,area_code_408,no,yes,28,136.5800069,113,23.45980517,208.6536378,96,17.13467781,186.8692682,89,8.884097433,10.94434392,3,2.91954184,3,no
7425,VT,96,15,No,8,9,area_code_415,no,no,2,190.8648607,131,32.2476979,193.5125572,96,16.68530539,201.4002997,106,9.420649974,11.83321992,2,3.080952071,3,no
7426,RI,40,22,No,14,6,area_code_408,no,no,1,193.2366329,140,32.46327176,290.9449148,87,25.51011408,181.6792527,89,8.69751823,11.50220925,5,3.062458924,0,no
7427,NY,95,22,No,9,8,area_code_510,yes,no,1,243.2574081,110,41.20494223,159.432268,86,13.05214148,96.62431275,101,4.364582743,7.437255746,4,1.744864828,4,no
7428,CT,21,14,No,9,2,area_code_415,no,no,0,178.7966428,106,30.30290045,187.3038987,151,16.14148341,297.1385732,84,13.5726889,13.43600258,7,3.763643476,5,no
7429,NJ,43,15,No,6,8,area_code_408,no,yes,17,236.7068946,76,39.91351267,211.066558,124,17.54207495,274.731711,135,11.94023641,9.930320102,5,2.619653234,1,no
7430,DE,30,13,No,24,6,area_code_408,no,no,2,241.8625081,120,41.79690155,169.8225116,82,14.21550076,252.7863815,102,11.29412396,11.63283984,4,3.211919449,3,no
7431,MA,120,19,Yes,1,3,area_code_408,yes,no,2,169.1169876,120,28.28925464,178.1212334,98,14.98081476,180.3743611,102,8.326823609,9.697236249,4,2.557968881,2,no
7432,CO,88,17,No,10,9,area_code_415,no,yes,28,134.2610496,87,22.87801346,112.9773677,91,10.49083815,220.2032631,79,9.796794009,7.381004158,8,2.028244662,0,no
7433,OK,44,11,No,6,7,area_code_415,no,no,1,169.1777409,117,29.36934206,194.2568347,158,15.85383695,220.832739,118,10.61109749,8.143392732,2,2.242293176,1,no
7434,KY,148,17,No,3,2,area_code_510,yes,yes,38,231.8179241,84,39.71806374,214.5125396,120,18.06494731,185.4240494,61,8.019403687,8.164000793,3,2.27027121,1,yes
7435,FL,97,11,NO,7,3,area_code_415,no,no,0,154.1179779,69,24.45725848,215.6473234,89,18.93408185,107.7896093,84,4.811137326,9.012801645,3,2.621662526,4,yes
7436,SD,111,9,No,17,1,area_code_415,no,no,0,55.55118577,103,10.16221806,187.3196828,97,15.71206837,213.4808941,82,9.492742597,10.58269148,6,2.798332959,1,no
7437,MO,49,13,No,14,3,area_code_415,no,no,1,177.4291364,91,31.6799269,210.3685061,85,17.84474047,288.2770233,94,12.80643656,8.028584042,3,2.17045882,2,no
7438,ID,84,21,No,18,9,area_code_415,no,no,1,163.8316381,107,28.12327089,199.3468498,97,18.12068541,232.0581985,75,10.14480093,9.93349712,4,2.617171113,2,no
7439,MT,73,22,No,3,5,area_code_415,no,no,1,159.7463758,110,26.91007849,162.8245122,114,13.9306282,172.4968769,65,7.219902709,13.65603958,7,3.512955492,0,yes
7440,ID,70,21,No,11,9,area_code_510,no,yes,29,107.585394,96,20.61091701,229.2229555,87,18.88637033,208.0349345,141,8.958373866,9.668825326,3,2.622084283,2,no
7441,NC,85,23,No,3,6,area_code_510,no,yes,35,104.692607,89,15.94724376,262.9960653,88,22.85000047,182.324447,117,8.117246983,11.87814689,4,3.068333243,0,yes
7442,MT,1,20,No,21,9,area_code_510,no,no,1,188.3389738,100,31.29211069,198.2695788,77,18.00160037,211.8035532,76,9.50475801,8.205215666,7,2.245636246,2,no
7443,MN,126,23,No,2,9,area_code_415,no,no,2,245.923974,103,40.13992586,239.4881478,116,21.26480787,218.079203,74,9.984223405,10.44752124,3,2.708115757,0,no
7444,MS,177,10,No,20,10,area_code_415,no,no,1,83.91237476,75,14.63795073,202.9206232,99,17.13051619,202.8890982,148,9.168060748,9.866758458,2,2.641629235,1,no
7445,IN,93,11,No,20,4,area_code_510,no,no,1,245.0776052,110,39.96591068,180.5756328,92,15.70260308,268.2360387,106,11.71604556,9.823047779,7,2.441381223,1,no
7446,RI,74,16,No,2,10,area_code_510,no,no,1,249.1660917,106,42.65176325,150.4599009,114,13.59336334,233.5830584,89,9.962929782,10.41963525,3,2.72888339,0,no
7447,RI,96,18,No,5,3,area_code_408,no,no,0,169.7017055,132,26.95863636,209.0237451,94,17.6975857,183.865472,82,8.845733569,9.779713951,4,2.656286385,0,no
7448,NV,39,13,No,22,10,area_code_510,no,no,2,182.6686548,90,32.59164935,208.0702549,109,17.747175,211.3562677,130,9.594059133,6.982202148,1,1.826165716,1,no
7449,DE,51,18,No,3,10,area_code_415,no,yes,33,126.5906315,66,21.14634323,219.1814905,125,18.64596284,196.6921965,110,8.813885906,12.50412527,2,3.396725882,2,no
7450,UT,87,21,Yes,1,5,area_code_408,no,yes,36,234.62538,143,40.79345244,158.3228367,109,13.54194746,242.2970524,110,11.04597085,3.438291314,3,1.076690935,0,no
7451,OH,145,21,No,3,2,area_code_415,no,no,2,174.4378219,107,27.56952261,231.9913741,123,19.6363104,76.22370116,117,2.830026364,9.985088604,8,2.546306426,1,yes
7452,LA,28,8,No,13,3,area_code_408,no,no,2,157.7676889,95,25.14613843,208.2095062,87,18.12857071,201.7087653,73,9.554863179,9.086585825,5,2.597452699,0,no
7453,OR,190,24,No,17,3,area_code_415,no,no,2,142.2797042,95,25.16317788,166.941776,101,15.13714824,102.5887812,114,5.095825369,6.92393562,4,1.81287787,0,no
7454,NM,133,24,No,2,7,area_code_408,no,no,1,238.0281159,95,40.4977694,122.0947073,76,10.02909802,310.2578802,97,13.67894728,12.82600133,6,3.388764378,0,no
7455,WV,70,15,No,12,8,area_code_415,no,no,2,213.0815931,89,37.76163965,139.0091878,115,11.24533673,205.4141374,97,9.309782062,9.436008832,3,2.587245929,3,no
7456,KY,154,18,No,16,6,area_code_408,no,no,2,211.1569503,79,37.89029774,137.3234359,85,12.06102464,166.3241416,111,7.519893781,8.200414568,2,2.199000005,1,no
7457,AR,108,16,No,20,8,area_code_408,no,yes,30,182.0457494,103,30.05399798,186.7275931,125,18.22883849,151.5444144,112,6.853766098,14.36348257,6,3.93604076,2,no
7458,OH,62,10,No,8,7,area_code_415,no,no,2,166.553174,102,27.36830908,266.7208541,82,21.84044578,178.3742118,138,8.330134357,10.05460864,2,2.935194078,2,no
7459,KS,82,20,No,3,6,area_code_415,no,no,1,158.440751,104,28.57722769,225.6893737,106,19.74765125,221.6693856,95,9.922382614,9.80327917,5,2.538434601,1,no
7460,ID,79,15,No,9,7,area_code_415,yes,no,1,91.77843186,109,17.83731185,148.0621026,110,13.00112837,315.4944313,92,13.61903562,12.28515313,7,3.353464376,4,no
7461,TX,34,16,No,8,7,area_code_408,no,no,1,157.2917222,88,26.35249511,180.2808581,132,15.84505694,122.4460639,102,6.203208473,12.76328605,3,3.248559223,1,no
7462,KY,81,12,No,7,4,area_code_510,no,no,1,285.4484747,99,48.37498449,162.3350121,63,14.1514659,169.838537,100,7.700845168,13.63272201,9,3.669084736,0,yes
7463,TN,102,22,No,12,6,area_code_408,no,no,2,146.3386074,85,26.6117274,37.97646632,101,4.183992643,176.8291953,86,7.413506582,11.50116751,3,3.104111546,1,no
7464,WY,93,18,No,17,7,area_code_415,no,no,0,125.8711638,138,23.08086388,204.4925656,71,17.59590422,249.9351367,79,10.9838303,9.358960017,4,2.498573145,1,no
7465,OK,119,,,,,area_code_408,no,yes,22,296.8608991,57,50.32934704,163.8349646,118,14.50841765,121.5946169,94,5.734868136,9.190985018,4,2.602008532,1,
7466,IL,133,23,NO,2,5,area_code_510,no,no,0,136.5643961,78,23.84110696,156.5338523,95,12.77268793,275.5668211,97,11.58668979,12.92779168,3,3.348613793,3,yes
7467,TN,121,24,No,19,4,area_code_415,no,no,1,222.1892559,107,36.25331034,179.6213714,95,13.97959862,175.9985463,62,7.888346945,11.07526142,10,3.198190242,1,no
7468,PA,124,24,No,13,2,area_code_510,no,yes,32,217.4019371,106,37.8512509,155.2456943,93,13.52434706,229.1800319,91,9.827022425,11.6758893,6,3.01941138,1,no
7469,VT,212,21,No,5,8,area_code_510,no,no,0,99.37706756,74,16.55565573,189.1783597,99,16.23804318,223.0113683,77,10.05078148,14.24474591,5,3.913911056,0,no
7470,NC,145,8,No,5,10,area_code_510,yes,yes,17,189.0576848,89,32.32673894,260.2867386,70,22.81211098,265.6984656,83,12.01923951,12.67784528,10,3.35398947,3,no
7471,MS,141,12,No,14,8,area_code_510,no,no,1,146.7628405,119,25.88862935,293.4509029,92,24.6000642,164.6274693,95,7.545600993,13.77315049,5,3.632242577,1,no
7472,MI,123,20,No,4,10,area_code_510,no,yes,26,199.9733502,117,33.32996192,256.4812402,51,21.42915687,224.1706041,110,9.958422709,7.970144498,5,2.135003636,0,no
7473,MO,137,11,No,7,1,area_code_510,no,no,1,95.51783741,123,15.70313555,134.5142837,47,11.79249917,181.9354447,85,8.650192771,9.653142668,4,2.513912632,2,no
7474,IA,89,16,No,24,7,area_code_510,no,yes,24,138.0757707,128,21.07073563,198.3459751,117,17.59582403,180.2514919,117,8.373163089,9.507039873,5,2.585356074,3,no
7475,MA,82,23,No,9,9,area_code_408,no,no,0,147.227257,103,26.76957948,206.4366581,65,17.02343181,203.0968207,84,9.153414267,10.57233418,2,2.728186905,2,no
7476,CT,91,22,No,2,7,area_code_415,no,yes,17,177.4635612,67,31.75353567,225.7817537,83,18.52020329,155.7088698,117,6.96749947,12.80952024,4,3.422428275,1,no
7477,KS,18,15,NO,6,7,area_code_510,no,no,2,236.5928325,94,40.79849044,195.1830121,84,16.05824734,180.7954048,111,8.346109567,15.56046679,7,4.173262082,0,yes
7478,AK,95,20,No,1,7,area_code_510,no,no,1,209.0486104,118,33.23496989,211.6572025,85,18.17780718,282.1300141,128,12.80634047,15.78260353,8,4.18762074,1,no
7479,PA,135,10,No,17,9,area_code_510,no,no,2,219.0530869,113,38.18271778,209.5234261,84,18.19584829,144.7516648,102,7.020156714,12.26455704,4,3.271468441,1,no
7480,WI,115,8,No,5,9,area_code_415,no,yes,22,86.27444007,92,13.04183393,231.7364243,107,19.538919,175.7828079,99,7.318140614,8.383528249,4,2.35876076,1,no
7481,KS,98,8,No,10,2,area_code_408,no,yes,21,213.4374068,104,36.62575068,236.6525287,107,20.10805779,247.4987487,83,11.29416401,9.135205969,2,2.527583948,0,no
7482,ID,120,10,No,9,8,area_code_408,no,yes,21,155.9060676,101,26.57249129,245.8884591,105,20.47790122,160.1915949,113,7.193166426,12.96899201,2,3.383373031,3,no
7483,CO,83,24,No,19,5,area_code_408,no,no,0,121.374601,102,19.13143644,229.1213904,114,19.3975718,143.9324967,83,6.935810513,8.023439609,5,2.268836087,1,no
7484,CO,87,14,No,22,10,area_code_415,no,no,3,192.9915006,78,32.58320675,222.6283017,88,19.81685811,155.4171389,117,6.748764129,7.783703345,4,2.089739437,1,no
7485,TX,208,15,No,3,10,area_code_408,no,no,2,189.410301,110,30.4574839,158.5158286,129,12.48736875,315.0265537,107,13.64924158,9.313113747,4,2.615767393,4,no
7486,WY,110,21,No,13,3,area_code_415,no,no,1,221.911311,91,36.46889748,239.2269835,111,20.20431611,178.28992,84,8.821073846,9.434697521,7,2.430449595,1,no
7487,TN,219,18,No,10,7,area_code_408,no,yes,35,218.9796828,84,37.73569595,156.1643985,75,13.56991055,188.1820925,72,8.113278182,4.745286036,6,1.232330247,4,no
7488,MI,85,10,No,21,9,area_code_408,no,no,0,159.8050081,103,28.01012243,322.5290162,110,27.07104596,225.984853,82,10.59447811,13.5866914,5,3.740718977,1,no
7489,MI,85,21,No,21,8,area_code_510,no,no,0,215.7813665,101,35.9394459,195.7525183,100,15.62672004,128.476285,76,6.090502353,10.00854152,3,2.812552731,1,no
7490,WI,73,14,No,4,7,area_code_415,no,no,3,5.105806314,101,2.839404248,133.6468887,80,12.09816441,138.7770983,96,6.994980174,12.85812316,2,3.464128658,0,no
7491,WY,141,9,No,18,8,area_code_415,no,yes,10,180.47907,107,30.59837465,248.4945482,85,21.14717966,232.8738511,99,10.01221219,13.86094282,4,3.425753096,3,no
7492,ME,87,17,No,2,2,area_code_415,no,no,2,98.95142172,105,15.99812159,163.6035353,109,14.79606924,158.1218897,103,7.264631171,8.39943093,5,2.220856467,4,yes
7493,IN,111,17,No,1,9,area_code_415,no,no,1,152.7703299,127,26.84386652,181.5147352,127,16.48343035,234.239773,106,10.42784108,11.4554625,3,3.177594229,2,no
7494,NE,96,21,No,3,2,area_code_408,no,no,1,106.8867279,111,18.77958813,294.8095617,151,24.57872491,106.8307996,93,4.47922213,13.47853663,3,3.706967461,0,no
7495,NC,81,10,No,12,9,area_code_510,yes,no,1,185.879921,113,32.21865559,225.8081468,101,19.31589849,197.9463064,117,9.702031535,9.335853538,3,2.515886265,2,no
7496,WA,85,13,No,20,10,area_code_415,no,no,3,179.5370271,116,31.88858497,157.6067962,94,13.65146828,202.943205,105,9.163289378,12.88287643,6,3.442746228,3,no
7497,MT,185,10,No,24,6,area_code_408,no,yes,31,156.9310765,122,26.36475857,250.9823029,87,20.4819009,140.4720211,89,6.367689932,13.99823232,2,3.653568582,2,no
7498,MA,89,23,No,15,7,area_code_408,no,no,2,224.7327576,106,36.42661843,153.6642869,59,13.10376884,147.9814396,74,6.727287796,4.482032475,3,1.130989024,0,no
7499,MA,10,22,No,10,6,area_code_408,no,no,2,226.4183384,100,38.73889455,202.7966117,81,18.23799435,270.3248501,105,11.76352097,13.04905987,8,3.672354109,2,no
7500,WV,135,18,No,12,6,area_code_415,no,no,2,137.8031775,96,20.97224951,186.3482901,98,16.10428856,205.1136891,110,9.155088906,1.794359875,3,0.376313649,2,no
7501,NV,57,12,No,7,8,area_code_415,no,no,1,196.2480619,125,35.24156469,220.0639358,107,18.70581217,99.40338318,113,4.689638106,12.3916796,4,3.301449841,1,no
7502,DC,88,17,No,18,8,area_code_415,no,no,0,162.615161,97,28.45152638,60.23368054,118,5.303083015,140.0312415,94,6.542407663,9.863360029,3,2.590150439,4,no
7503,WY,118,21,No,19,10,area_code_415,yes,yes,6,129.347417,127,21.11553903,170.2541863,98,15.01585663,224.2908644,93,10.22253426,10.52671149,3,2.943366307,1,no
7504,TN,95,20,No,11,7,area_code_510,yes,no,1,159.1757334,56,29.20631913,278.57119,101,23.39495605,187.2614154,71,8.583141726,11.60155216,5,3.106644185,1,no
7505,MT,85,17,NO,5,2,area_code_415,no,yes,26,119.0841031,88,19.13987777,263.694441,98,21.66349736,205.8697814,99,9.529615167,12.09235204,9,3.346489874,4,yes
7506,MN,72,20,No,20,6,area_code_415,no,no,0,144.6652729,96,26.49875116,186.8027146,109,15.83741947,189.5683003,114,8.216082079,12.82852608,4,3.417375295,0,no
7507,NM,116,20,No,11,7,area_code_510,no,no,2,151.0689701,102,26.32795859,168.4478675,92,14.08424126,259.1874299,113,11.82244261,11.24460024,3,3.018315944,2,no
7508,KS,106,11,No,21,7,area_code_415,no,no,0,190.9312263,101,30.49738494,166.3282764,95,14.33840001,246.7687778,114,11.31509146,19.75557665,4,5.185748685,1,no
7509,ID,78,18,No,18,10,area_code_408,no,no,0,97.48283368,114,16.3451418,151.1221035,108,13.09412517,310.0134343,94,13.63307718,12.76499704,4,3.425917174,4,no
7510,IL,154,20,No,14,9,area_code_415,yes,no,2,201.7503473,68,34.9819376,204.9385422,105,17.96015514,287.5111594,127,12.46015457,12.94892983,5,3.339162342,0,no
7511,MI,57,21,No,9,1,area_code_510,no,yes,39,166.0771874,105,28.68405362,195.5390679,94,16.06819032,236.5352456,113,9.860925016,12.49533179,9,3.493152341,2,no
7512,WA,176,20,No,3,4,area_code_408,no,yes,32,166.0343797,95,28.71240312,209.6765798,86,16.97748047,119.82042,137,5.377218855,14.95207989,5,3.913073852,4,yes
7513,SD,102,12,Yes,1,1,area_code_415,no,no,1,304.4351482,61,52.61486492,140.546026,100,10.7300529,376.802519,97,17.49701469,10.80229123,4,2.701107157,2,yes
7514,MN,67,14,No,22,6,area_code_415,no,no,1,153.3300896,95,25.04410047,190.4803526,104,16.68398711,196.4216794,115,8.191811176,12.56687906,3,3.392927792,0,no
7515,NV,97,13,No,1,7,area_code_408,no,no,1,114.8501426,106,19.77216249,215.9307603,104,18.83487207,121.8651986,88,5.843226215,10.36895716,9,2.825423454,0,no
7516,ID,71,11,No,17,6,area_code_415,yes,no,2,88.86428798,115,15.30906376,235.466132,76,20.24453634,325.4636309,117,14.49692108,6.992196103,3,1.674689591,3,no
7517,ID,158,18,No,19,8,area_code_415,no,no,2,214.3389928,104,36.33206405,172.2296517,118,14.95701931,197.6731408,99,9.447040508,12.90127805,10,3.439907591,1,no
7518,CT,120,13,No,7,6,area_code_415,no,yes,27,228.4072189,124,37.6303683,219.3128753,96,19.66665186,196.6292876,101,8.370802837,11.01029541,3,3.112578195,4,no
7519,NM,115,8,No,2,7,area_code_415,yes,yes,13,158.4185455,93,26.92627118,204.8289343,108,17.04660144,82.72448961,107,3.895307322,8.27708996,5,2.165565617,5,yes
7520,NC,98,11,No,19,6,area_code_408,no,yes,28,97.89054442,103,17.32591284,265.7435131,93,21.83323049,192.4905485,98,8.256777622,10.70407244,1,2.768028612,1,no
7521,IL,75,17,No,7,1,area_code_415,yes,no,2,230.5436304,145,40.9722716,265.0860589,96,21.99261145,155.0293847,73,6.444179111,9.827160431,2,2.661888913,1,yes
7522,KY,72,24,No,21,9,area_code_510,yes,yes,23,144.2688717,89,23.96813615,169.6205155,109,13.89097176,226.7082299,69,9.780499442,5.079344001,4,1.463456849,3,no
7523,VT,152,23,No,4,7,area_code_415,no,no,1,195.1669438,132,33.11050529,136.8817176,75,11.21943403,65.82191735,100,2.689437849,7.897143229,5,1.994293883,3,no
7524,DC,125,23,No,6,10,area_code_415,no,no,1,217.7999136,94,37.52116868,233.2254564,109,18.32907373,200.788108,97,9.573870498,9.677781673,7,2.650292937,3,no
7525,ID,97,11,No,16,10,area_code_408,yes,no,2,173.3843879,87,29.35275439,236.7077938,91,20.90708005,116.6040462,117,4.505471137,9.035549895,5,2.652440626,4,no
7526,DE,32,24,Yes,2,1,area_code_415,no,yes,31,227.8997853,68,38.71152003,214.1148171,89,17.10001045,224.897219,102,10.2662158,6.02083546,3,1.668368555,0,no
7527,WV,119,24,No,3,4,area_code_510,no,yes,29,209.9074897,80,35.67104561,252.7184106,91,22.76096217,280.9879339,82,13.12935762,10.38409187,6,2.885462288,1,no
7528,WA,115,24,No,7,7,area_code_510,no,no,1,192.2358008,102,30.81450942,168.9248908,89,13.96194351,111.0078975,122,5.101623337,6.433051825,5,1.861720873,3,no
7529,CT,102,9,Yes,2,6,area_code_408,no,no,1,97.57169661,88,17.89946652,200.964363,94,18.11139145,133.6979833,95,6.214620366,5.396759968,6,1.489281835,2,no
7530,GA,72,9,No,4,10,area_code_415,no,yes,19,238.0987982,108,41.22532499,178.9339331,118,14.7258088,210.0029152,41,9.453740498,11.53525201,2,3.129048449,0,no
7531,WI,103,15,No,23,8,area_code_510,no,no,2,135.8845111,102,22.2202176,186.1431153,110,16.60195667,304.3390671,94,13.44426733,8.105736415,4,2.309854274,0,no
7532,WI,112,22,No,4,3,area_code_415,no,no,1,51.98718917,103,6.887191194,196.4672948,119,15.9312537,186.4578798,102,8.039564903,8.228364749,6,2.408462011,2,no
7533,WV,130,16,No,24,8,area_code_415,no,no,2,164.463629,88,28.74611432,202.1024523,91,17.38276882,201.5458848,93,9.710036688,5.270551407,6,1.389394741,1,no
7534,RI,107,22,No,11,10,area_code_510,no,no,2,212.2580634,111,38.83194052,250.9705563,92,20.25108768,219.8320869,89,10.525233,15.57141398,8,4.231232642,3,no
7535,MT,12,13,No,22,5,area_code_415,no,yes,29,265.9977546,98,47.46689887,161.5695509,100,13.01659368,263.4415907,121,11.85556819,12.15153773,1,3.44032269,1,no
7536,MI,130,11,No,4,8,area_code_415,yes,yes,27,130.8932948,117,21.10756376,172.6921665,118,14.13542286,140.2300843,103,6.37960695,9.424725566,7,2.577195103,1,no
7537,ME,53,8,No,9,4,area_code_510,no,no,2,138.1145331,78,23.73521962,140.2815788,98,10.92282282,273.9368479,92,11.66998238,12.17308284,5,3.483975029,3,no
7538,AL,52,15,NO,1,2,area_code_415,yes,no,2,183.7376281,96,31.6697652,272.4194787,101,23.67826744,201.9900802,114,9.190893375,14.15930511,7,3.626479278,3,yes
